bacteria;temperatura_°C;medio;replica;tiempo_h;Crecimiento normalizado
E. coli K-12;25;rico;1;11,15152;0,9819
E. coli K-12;25;rico;1;11,27273;1,04575
E. coli K-12;25;rico;1;11,39394;0,98303
E. coli K-12;25;rico;1;11,51515;1,01586
E. coli K-12;25;rico;1;11,63636;1,02246
E. coli K-12;25;rico;1;11,75758;1,01979
E. coli K-12;25;rico;1;11,87879;1,00787
E. coli K-12;25;rico;1;12;1,03377
E. coli K-12;25;rico;2;0;0,04921
E. coli K-12;25;rico;2;0,12121;0
E. coli K-12;25;rico;2;0,24242;0
E. coli K-12;25;rico;2;0,36364;0
E. coli K-12;25;rico;2;0,48485;0,00452
E. coli K-12;25;rico;2;0,60606;0
E. coli K-12;25;rico;2;0,72727;0
E. coli K-12;25;rico;2;0,84848;0
E. coli K-12;25;rico;2;0,9697;0
E. coli K-12;25;rico;2;1,09091;0,01581
E. coli K-12;25;rico;2;1,21212;0,01267
E. coli K-12;25;rico;2;1,33333;0,00019
E. coli K-12;25;rico;2;1,45455;0
E. coli K-12;25;rico;2;1,57576;0,03568
E. coli K-12;25;rico;2;1,69697;0,02946
E. coli K-12;25;rico;2;1,81818;0,05254
E. coli K-12;25;rico;2;1,93939;0,07251
E. coli K-12;25;rico;2;2,06061;0,10411
E. coli K-12;25;rico;2;2,18182;0,15901
E. coli K-12;25;rico;2;2,30303;0,19576
E. coli K-12;25;rico;2;2,42424;0,21311
E. coli K-12;25;rico;2;2,54545;0,28408
E. coli K-12;25;rico;2;2,66667;0,3273
E. coli K-12;25;rico;2;2,78788;0,38073
E. coli K-12;25;rico;2;2,90909;0,40663
E. coli K-12;25;rico;2;3,0303;0,46894
E. coli K-12;25;rico;2;3,15152;0,53648
E. coli K-12;25;rico;2;3,27273;0,58537
E. coli K-12;25;rico;2;3,39394;0,61009
E. coli K-12;25;rico;2;3,51515;0,63696
E. coli K-12;25;rico;2;3,63636;0,66458
E. coli K-12;25;rico;2;3,75758;0,72071
E. coli K-12;25;rico;2;3,87879;0,75091
E. coli K-12;25;rico;2;4;0,76037
E. coli K-12;25;rico;2;4,12121;0,82178
E. coli K-12;25;rico;2;4,24242;0,80325
E. coli K-12;25;rico;2;4,36364;0,84537
E. coli K-12;25;rico;2;4,48485;0,87774
E. coli K-12;25;rico;2;4,60606;0,89018
E. coli K-12;25;rico;2;4,72727;0,91342
E. coli K-12;25;rico;2;4,84848;0,9268
E. coli K-12;25;rico;2;4,9697;0,93338
E. coli K-12;25;rico;2;5,09091;0,93655
E. coli K-12;25;rico;2;5,21212;0,93777
E. coli K-12;25;rico;2;5,33333;0,91746
E. coli K-12;25;rico;2;5,45455;0,95575
E. coli K-12;25;rico;2;5,57576;0,94939
E. coli K-12;25;rico;2;5,69697;0,953
E. coli K-12;25;rico;2;5,81818;0,96492
E. coli K-12;25;rico;2;5,93939;0,99792
E. coli K-12;25;rico;2;6,06061;0,94104
E. coli K-12;25;rico;2;6,18182;0,95211
E. coli K-12;25;rico;2;6,30303;1,01958
E. coli K-12;25;rico;2;6,42424;0,93246
E. coli K-12;25;rico;2;6,54545;0,95816
E. coli K-12;25;rico;2;6,66667;0,98693
E. coli K-12;25;rico;2;6,78788;0,93967
E. coli K-12;25;rico;2;6,90909;0,9748
E. coli K-12;25;rico;2;7,0303;0,96609
E. coli K-12;25;rico;2;7,15152;1,00631
E. coli K-12;25;rico;2;7,27273;1,01821
E. coli K-12;25;rico;2;7,39394;0,91225
E. coli K-12;25;rico;2;7,51515;0,97064
E. coli K-12;25;rico;2;7,63636;0,96258
E. coli K-12;25;rico;2;7,75758;0,99485
E. coli K-12;25;rico;2;7,87879;0,94892
E. coli K-12;25;rico;2;8;0,9895
E. coli K-12;25;rico;2;8,12121;0,9935
E. coli K-12;25;rico;2;8,24242;0,9846
E. coli K-12;25;rico;2;8,36364;0,98395
E. coli K-12;25;rico;2;8,48485;1,00772
E. coli K-12;25;rico;2;8,60606;0,99142
E. coli K-12;25;rico;2;8,72727;0,98364
E. coli K-12;25;rico;2;8,84848;0,97468
E. coli K-12;25;rico;2;8,9697;0,95647
E. coli K-12;25;rico;2;9,09091;0,98355
E. coli K-12;25;rico;2;9,21212;0,99803
E. coli K-12;25;rico;2;9,33333;0,99765
E. coli K-12;25;rico;2;9,45455;0,96445
E. coli K-12;25;rico;2;9,57576;0,99393
E. coli K-12;25;rico;2;9,69697;0,9956
E. coli K-12;25;rico;2;9,81818;0,92043
E. coli K-12;25;rico;2;9,93939;0,98758
E. coli K-12;25;rico;2;10,06061;0,93776
E. coli K-12;25;rico;2;10,18182;0,97717
E. coli K-12;25;rico;2;10,30303;0,96259
E. coli K-12;25;rico;2;10,42424;0,96149
E. coli K-12;25;rico;2;10,54545;1,02892
E. coli K-12;25;rico;2;10,66667;0,97323
E. coli K-12;25;rico;2;10,78788;0,96944
E. coli K-12;25;rico;2;10,90909;0,93482
E. coli K-12;25;rico;2;11,0303;1,00813
E. coli K-12;25;rico;2;11,15152;1,00754
E. coli K-12;25;rico;2;11,27273;0,9594
E. coli K-12;25;rico;2;11,39394;0,9993
E. coli K-12;25;rico;2;11,51515;0,95596
E. coli K-12;25;rico;2;11,63636;0,99707
E. coli K-12;25;rico;2;11,75758;0,99249
E. coli K-12;25;rico;2;11,87879;0,96006
E. coli K-12;25;rico;2;12;1,00297
E. coli K-12;25;rico;3;0;0,02444
E. coli K-12;25;rico;3;0,12121;0
E. coli K-12;25;rico;3;0,24242;0,01779
E. coli K-12;25;rico;3;0,36364;0
E. coli K-12;25;rico;3;0,48485;0
E. coli K-12;25;rico;3;0,60606;0
E. coli K-12;25;rico;3;0,72727;0,02232
E. coli K-12;25;rico;3;0,84848;0,00499
E. coli K-12;25;rico;3;0,9697;0,01881
E. coli K-12;25;rico;3;1,09091;0,01949
E. coli K-12;25;rico;3;1,21212;0,03772
E. coli K-12;25;rico;3;1,33333;0,04421
E. coli K-12;25;rico;3;1,45455;0,09558
E. coli K-12;25;rico;3;1,57576;0,13076
E. coli K-12;25;rico;3;1,69697;0,16983
E. coli K-12;25;rico;3;1,81818;0,21074
E. coli K-12;25;rico;3;1,93939;0,2875
E. coli K-12;25;rico;3;2,06061;0,32367
E. coli K-12;25;rico;3;2,18182;0,39262
E. coli K-12;25;rico;3;2,30303;0,46036
E. coli K-12;25;rico;3;2,42424;0,52081
E. coli K-12;25;rico;3;2,54545;0,53463
E. coli K-12;25;rico;3;2,66667;0,63462
E. coli K-12;25;rico;3;2,78788;0,64186
E. coli K-12;25;rico;3;2,90909;0,7181
E. coli K-12;25;rico;3;3,0303;0,78127
E. coli K-12;25;rico;3;3,15152;0,76679
E. coli K-12;25;rico;3;3,27273;0,83389
E. coli K-12;25;rico;3;3,39394;0,87598
E. coli K-12;25;rico;3;3,51515;0,88426
E. coli K-12;25;rico;3;3,63636;0,90241
E. coli K-12;25;rico;3;3,75758;0,98306
E. coli K-12;25;rico;3;3,87879;0,92724
E. coli K-12;25;rico;3;4;0,98174
E. coli K-12;25;rico;3;4,12121;0,97077
E. coli K-12;25;rico;3;4,24242;0,99282
E. coli K-12;25;rico;3;4,36364;1,02713
E. coli K-12;25;rico;3;4,48485;1,03596
E. coli K-12;25;rico;3;4,60606;1,02939
E. coli K-12;25;rico;3;4,72727;1,04175
E. coli K-12;25;rico;3;4,84848;1,10229
E. coli K-12;25;rico;3;4,9697;1,0717
E. coli K-12;25;rico;3;5,09091;1,09911
E. coli K-12;25;rico;3;5,21212;1,10412
E. coli K-12;25;rico;3;5,33333;1,10267
E. coli K-12;25;rico;3;5,45455;1,06675
E. coli K-12;25;rico;3;5,57576;1,09183
E. coli K-12;25;rico;3;5,69697;1,05435
E. coli K-12;25;rico;3;5,81818;1,08388
E. coli K-12;25;rico;3;5,93939;1,08316
E. coli K-12;25;rico;3;6,06061;1,06947
E. coli K-12;25;rico;3;6,18182;1,12542
E. coli K-12;25;rico;3;6,30303;1,07814
E. coli K-12;25;rico;3;6,42424;1,09498
E. coli K-12;25;rico;3;6,54545;1,07655
E. coli K-12;25;rico;3;6,66667;1,07511
E. coli K-12;25;rico;3;6,78788;1,07447
E. coli K-12;25;rico;3;6,90909;1,07159
E. coli K-12;25;rico;3;7,0303;1,07594
E. coli K-12;25;rico;3;7,15152;1,08297
E. coli K-12;25;rico;3;7,27273;1,08905
E. coli K-12;25;rico;3;7,39394;1,0719
E. coli K-12;25;rico;3;7,51515;1,11494
E. coli K-12;25;rico;3;7,63636;1,04126
E. coli K-12;25;rico;3;7,75758;1,08264
E. coli K-12;25;rico;3;7,87879;1,0309
E. coli K-12;25;rico;3;8;1,06868
E. coli K-12;25;rico;3;8,12121;1,09515
E. coli K-12;25;rico;3;8,24242;1,06115
E. coli K-12;25;rico;3;8,36364;1,10902
E. coli K-12;25;rico;3;8,48485;1,10934
E. coli K-12;25;rico;3;8,60606;1,06685
E. coli K-12;25;rico;3;8,72727;1,07524
E. coli K-12;25;rico;3;8,84848;1,12195
E. coli K-12;25;rico;3;8,9697;1,10586
E. coli K-12;25;rico;3;9,09091;1,11151
E. coli K-12;25;rico;3;9,21212;1,12348
E. coli K-12;25;rico;3;9,33333;1,09737
E. coli K-12;25;rico;3;9,45455;1,03559
E. coli K-12;25;rico;3;9,57576;1,13272
E. coli K-12;25;rico;3;9,69697;1,07497
E. coli K-12;25;rico;3;9,81818;1,0822
E. coli K-12;25;rico;3;9,93939;1,06464
E. coli K-12;25;rico;3;10,06061;1,10475
E. coli K-12;25;rico;3;10,18182;1,10673
E. coli K-12;25;rico;3;10,30303;1,08294
E. coli K-12;25;rico;3;10,42424;1,12262
E. coli K-12;25;rico;3;10,54545;1,12079
E. coli K-12;25;rico;3;10,66667;1,10493
E. coli K-12;25;rico;3;10,78788;1,05799
E. coli K-12;25;rico;3;10,90909;1,14496
E. coli K-12;25;rico;3;11,0303;1,10231
E. coli K-12;25;rico;3;11,15152;1,08933
E. coli K-12;25;rico;3;11,27273;1,10701
E. coli K-12;25;rico;3;11,39394;1,02734
E. coli K-12;25;rico;3;11,51515;1,10231
E. coli K-12;25;rico;3;11,63636;1,11112
E. coli K-12;25;rico;3;11,75758;1,08933
E. coli K-12;25;rico;3;11,87879;1,09771
E. coli K-12;25;rico;3;12;1,09724
E. coli K-12;25;rico;4;0;0,02954
E. coli K-12;25;rico;4;0,12121;0,00596
E. coli K-12;25;rico;4;0,24242;0,01667
E. coli K-12;25;rico;4;0,36364;0,00728
E. coli K-12;25;rico;4;0,48485;0
E. coli K-12;25;rico;4;0,60606;0
E. coli K-12;25;rico;4;0,72727;0
E. coli K-12;25;rico;4;0,84848;0,0088
E. coli K-12;25;rico;4;0,9697;0,00603
E. coli K-12;25;rico;4;1,09091;0,01835
E. coli K-12;25;rico;4;1,21212;0,03345
E. coli K-12;25;rico;4;1,33333;0,05044
E. coli K-12;25;rico;4;1,45455;0,08636
E. coli K-12;25;rico;4;1,57576;0,10543
E. coli K-12;25;rico;4;1,69697;0,15597
E. coli K-12;25;rico;4;1,81818;0,19667
E. coli K-12;25;rico;4;1,93939;0,25078
E. coli K-12;25;rico;4;2,06061;0,30184
E. coli K-12;25;rico;4;2,18182;0,34655
E. coli K-12;25;rico;4;2,30303;0,39064
E. coli K-12;25;rico;4;2,42424;0,49478
E. coli K-12;25;rico;4;2,54545;0,54322
E. coli K-12;25;rico;4;2,66667;0,586
E. coli K-12;25;rico;4;2,78788;0,62012
E. coli K-12;25;rico;4;2,90909;0,65706
E. coli K-12;25;rico;4;3,0303;0,71588
E. coli K-12;25;rico;4;3,15152;0,79696
E. coli K-12;25;rico;4;3,27273;0,80183
E. coli K-12;25;rico;4;3,39394;0,82716
E. coli K-12;25;rico;4;3,51515;0,88659
E. coli K-12;25;rico;4;3,63636;0,85717
E. coli K-12;25;rico;4;3,75758;0,90227
E. coli K-12;25;rico;4;3,87879;0,92448
E. coli K-12;25;rico;4;4;0,93039
E. coli K-12;25;rico;4;4,12121;0,96563
E. coli K-12;25;rico;4;4,24242;0,95587
E. coli K-12;25;rico;4;4,36364;0,99237
E. coli K-12;25;rico;4;4,48485;0,96082
E. coli K-12;25;rico;4;4,60606;1,00675
E. coli K-12;25;rico;4;4,72727;0,98609
E. coli K-12;25;rico;4;4,84848;1,0212
E. coli K-12;25;rico;4;4,9697;1,01724
E. coli K-12;25;rico;4;5,09091;1,02298
E. coli K-12;25;rico;4;5,21212;1,01856
E. coli K-12;25;rico;4;5,33333;1,02333
E. coli K-12;25;rico;4;5,45455;1,01328
E. coli K-12;25;rico;4;5,57576;1,00018
E. coli K-12;25;rico;4;5,69697;1,03884
E. coli K-12;25;rico;4;5,81818;1,00438
E. coli K-12;25;rico;4;5,93939;1,07751
E. coli K-12;25;rico;4;6,06061;1,04898
E. coli K-12;25;rico;4;6,18182;1,0385
E. coli K-12;25;rico;4;6,30303;1,11782
E. coli K-12;25;rico;4;6,42424;1,03849
E. coli K-12;25;rico;4;6,54545;1,05167
E. coli K-12;25;rico;4;6,66667;1,03194
E. coli K-12;25;rico;4;6,78788;1,06763
E. coli K-12;25;rico;4;6,90909;1,04513
E. coli K-12;25;rico;4;7,0303;1,07351
E. coli K-12;25;rico;4;7,15152;1,07224
E. coli K-12;25;rico;4;7,27273;1,08247
E. coli K-12;25;rico;4;7,39394;1,06119
E. coli K-12;25;rico;4;7,51515;1,06777
E. coli K-12;25;rico;4;7,63636;1,01312
E. coli K-12;25;rico;4;7,75758;1,0687
E. coli K-12;25;rico;4;7,87879;1,05536
E. coli K-12;25;rico;4;8;1,03156
E. coli K-12;25;rico;4;8,12121;1,04402
E. coli K-12;25;rico;4;8,24242;1,04086
E. coli K-12;25;rico;4;8,36364;1,02123
E. coli K-12;25;rico;4;8,48485;1,01897
E. coli K-12;25;rico;4;8,60606;1,01399
E. coli K-12;25;rico;4;8,72727;1,06108
E. coli K-12;25;rico;4;8,84848;1,05202
E. coli K-12;25;rico;4;8,9697;1,02112
E. coli K-12;25;rico;4;9,09091;1,04891
E. coli K-12;25;rico;4;9,21212;1,01659
E. coli K-12;25;rico;4;9,33333;1,05309
E. coli K-12;25;rico;4;9,45455;1,03987
E. coli K-12;25;rico;4;9,57576;1,05269
E. coli K-12;25;rico;4;9,69697;1,05712
E. coli K-12;25;rico;4;9,81818;1,06851
E. coli K-12;25;rico;4;9,93939;1,00275
E. coli K-12;25;rico;4;10,06061;1,04437
E. coli K-12;25;rico;4;10,18182;1,01401
E. coli K-12;25;rico;4;10,30303;1,02458
E. coli K-12;25;rico;4;10,42424;1,07784
E. coli K-12;25;rico;4;10,54545;1,05184
E. coli K-12;25;rico;4;10,66667;1,04833
E. coli K-12;25;rico;4;10,78788;1,06276
E. coli K-12;25;rico;4;10,90909;1,08993
E. coli K-12;25;rico;4;11,0303;1,05846
E. coli K-12;25;rico;4;11,15152;1,04606
E. coli K-12;25;rico;4;11,27273;1,015
E. coli K-12;25;rico;4;11,39394;1,03363
E. coli K-12;25;rico;4;11,51515;1,03282
E. coli K-12;25;rico;4;11,63636;1,0463
E. coli K-12;25;rico;4;11,75758;1,07053
E. coli K-12;25;rico;4;11,87879;1,06116
E. coli K-12;25;rico;4;12;1,03023
E. coli K-12;25;rico;5;0;0,05982
E. coli K-12;25;rico;5;0,12121;0
E. coli K-12;25;rico;5;0,24242;0,00924
E. coli K-12;25;rico;5;0,36364;0,00046
E. coli K-12;25;rico;5;0,48485;0,01001
E. coli K-12;25;rico;5;0,60606;0,00059
E. coli K-12;25;rico;5;0,72727;0,01256
E. coli K-12;25;rico;5;0,84848;0,00234
E. coli K-12;25;rico;5;0,9697;0,003
E. coli K-12;25;rico;5;1,09091;0
E. coli K-12;25;rico;5;1,21212;0,01045
E. coli K-12;25;rico;5;1,33333;0,02595
E. coli K-12;25;rico;5;1,45455;0,03901
E. coli K-12;25;rico;5;1,57576;0,068
E. coli K-12;25;rico;5;1,69697;0,07802
E. coli K-12;25;rico;5;1,81818;0,11991
E. coli K-12;25;rico;5;1,93939;0,1727
E. coli K-12;25;rico;5;2,06061;0,21763
E. coli K-12;25;rico;5;2,18182;0,27637
E. coli K-12;25;rico;5;2,30303;0,3237
E. coli K-12;25;rico;5;2,42424;0,38617
E. coli K-12;25;rico;5;2,54545;0,46396
E. coli K-12;25;rico;5;2,66667;0,52401
E. coli K-12;25;rico;5;2,78788;0,55287
E. coli K-12;25;rico;5;2,90909;0,64312
E. coli K-12;25;rico;5;3,0303;0,63938
E. coli K-12;25;rico;5;3,15152;0,70895
E. coli K-12;25;rico;5;3,27273;0,75941
E. coli K-12;25;rico;5;3,39394;0,76459
E. coli K-12;25;rico;5;3,51515;0,79617
E. coli K-12;25;rico;5;3,63636;0,82277
E. coli K-12;25;rico;5;3,75758;0,86831
E. coli K-12;25;rico;5;3,87879;0,87696
E. coli K-12;25;rico;5;4;0,87787
E. coli K-12;25;rico;5;4,12121;0,89851
E. coli K-12;25;rico;5;4,24242;0,93955
E. coli K-12;25;rico;5;4,36364;0,87307
E. coli K-12;25;rico;5;4,48485;0,95504
E. coli K-12;25;rico;5;4,60606;0,93886
E. coli K-12;25;rico;5;4,72727;0,90895
E. coli K-12;25;rico;5;4,84848;0,95297
E. coli K-12;25;rico;5;4,9697;0,96238
E. coli K-12;25;rico;5;5,09091;0,95896
E. coli K-12;25;rico;5;5,21212;0,93071
E. coli K-12;25;rico;5;5,33333;0,9554
E. coli K-12;25;rico;5;5,45455;0,96936
E. coli K-12;25;rico;5;5,57576;0,95563
E. coli K-12;25;rico;5;5,69697;0,96914
E. coli K-12;25;rico;5;5,81818;0,97475
E. coli K-12;25;rico;5;5,93939;0,97242
E. coli K-12;25;rico;5;6,06061;0,96363
E. coli K-12;25;rico;5;6,18182;0,9485
E. coli K-12;25;rico;5;6,30303;0,98875
E. coli K-12;25;rico;5;6,42424;1,01625
E. coli K-12;25;rico;5;6,54545;0,96934
E. coli K-12;25;rico;5;6,66667;0,99514
E. coli K-12;25;rico;5;6,78788;0,97236
E. coli K-12;25;rico;5;6,90909;0,94464
E. coli K-12;25;rico;5;7,0303;0,97167
E. coli K-12;25;rico;5;7,15152;0,9467
E. coli K-12;25;rico;5;7,27273;0,97696
E. coli K-12;25;rico;5;7,39394;0,93271
E. coli K-12;25;rico;5;7,51515;0,97367
E. coli K-12;25;rico;5;7,63636;0,98844
E. coli K-12;25;rico;5;7,75758;0,9919
E. coli K-12;25;rico;5;7,87879;0,96337
E. coli K-12;25;rico;5;8;0,9584
E. coli K-12;25;rico;5;8,12121;0,94933
E. coli K-12;25;rico;5;8,24242;0,96208
E. coli K-12;25;rico;5;8,36364;0,97425
E. coli K-12;25;rico;5;8,48485;0,98337
E. coli K-12;25;rico;5;8,60606;0,97045
E. coli K-12;25;rico;5;8,72727;0,96785
E. coli K-12;25;rico;5;8,84848;0,95896
E. coli K-12;25;rico;5;8,9697;0,95979
E. coli K-12;25;rico;5;9,09091;0,98878
E. coli K-12;25;rico;5;9,21212;1,00029
E. coli K-12;25;rico;5;9,33333;0,95243
E. coli K-12;25;rico;5;9,45455;0,9804
E. coli K-12;25;rico;5;9,57576;0,98976
E. coli K-12;25;rico;5;9,69697;0,97047
E. coli K-12;25;rico;5;9,81818;0,95638
E. coli K-12;25;rico;5;9,93939;0,9474
E. coli K-12;25;rico;5;10,06061;0,93621
E. coli K-12;25;rico;5;10,18182;0,98159
E. coli K-12;25;rico;5;10,30303;0,93716
E. coli K-12;25;rico;5;10,42424;0,95146
E. coli K-12;25;rico;5;10,54545;1,00401
E. coli K-12;25;rico;5;10,66667;0,96017
E. coli K-12;25;rico;5;10,78788;0,96638
E. coli K-12;25;rico;5;10,90909;0,9523
E. coli K-12;25;rico;5;11,0303;0,98313
E. coli K-12;25;rico;5;11,15152;0,9428
E. coli K-12;25;rico;5;11,27273;0,9882
E. coli K-12;25;rico;5;11,39394;0,97222
E. coli K-12;25;rico;5;11,51515;0,93607
E. coli K-12;25;rico;5;11,63636;0,97
E. coli K-12;25;rico;5;11,75758;0,94231
E. coli K-12;25;rico;5;11,87879;0,97377
E. coli K-12;25;rico;5;12;0,99852
E. coli K-12;25;rico;6;0;0,02032
E. coli K-12;25;rico;6;0,12121;0,01287
E. coli K-12;25;rico;6;0,24242;0
E. coli K-12;25;rico;6;0,36364;0,01768
E. coli K-12;25;rico;6;0,48485;0,00162
E. coli K-12;25;rico;6;0,60606;0
E. coli K-12;25;rico;6;0,72727;0
E. coli K-12;25;rico;6;0,84848;0
E. coli K-12;25;rico;6;0,9697;0
E. coli K-12;25;rico;6;1,09091;0
E. coli K-12;25;rico;6;1,21212;0,00112
E. coli K-12;25;rico;6;1,33333;0,01115
E. coli K-12;25;rico;6;1,45455;0,00577
E. coli K-12;25;rico;6;1,57576;0,02851
E. coli K-12;25;rico;6;1,69697;0,07044
E. coli K-12;25;rico;6;1,81818;0,08908
E. coli K-12;25;rico;6;1,93939;0,1145
E. coli K-12;25;rico;6;2,06061;0,15504
E. coli K-12;25;rico;6;2,18182;0,20041
E. coli K-12;25;rico;6;2,30303;0,26986
E. coli K-12;25;rico;6;2,42424;0,33172
E. coli K-12;25;rico;6;2,54545;0,39085
E. coli K-12;25;rico;6;2,66667;0,4312
E. coli K-12;25;rico;6;2,78788;0,47615
E. coli K-12;25;rico;6;2,90909;0,5822
E. coli K-12;25;rico;6;3,0303;0,58105
E. coli K-12;25;rico;6;3,15152;0,6523
E. coli K-12;25;rico;6;3,27273;0,65989
E. coli K-12;25;rico;6;3,39394;0,73121
E. coli K-12;25;rico;6;3,51515;0,74351
E. coli K-12;25;rico;6;3,63636;0,78566
E. coli K-12;25;rico;6;3,75758;0,82816
E. coli K-12;25;rico;6;3,87879;0,84955
E. coli K-12;25;rico;6;4;0,8642
E. coli K-12;25;rico;6;4,12121;0,88017
E. coli K-12;25;rico;6;4,24242;0,89491
E. coli K-12;25;rico;6;4,36364;0,90504
E. coli K-12;25;rico;6;4,48485;0,92142
E. coli K-12;25;rico;6;4,60606;0,96073
E. coli K-12;25;rico;6;4,72727;0,95663
E. coli K-12;25;rico;6;4,84848;0,92944
E. coli K-12;25;rico;6;4,9697;0,95036
E. coli K-12;25;rico;6;5,09091;0,99056
E. coli K-12;25;rico;6;5,21212;1,00961
E. coli K-12;25;rico;6;5,33333;0,96729
E. coli K-12;25;rico;6;5,45455;0,99125
E. coli K-12;25;rico;6;5,57576;0,9945
E. coli K-12;25;rico;6;5,69697;1,04977
E. coli K-12;25;rico;6;5,81818;0,99727
E. coli K-12;25;rico;6;5,93939;1,04508
E. coli K-12;25;rico;6;6,06061;1,02
E. coli K-12;25;rico;6;6,18182;1,01232
E. coli K-12;25;rico;6;6,30303;1,00976
E. coli K-12;25;rico;6;6,42424;0,98102
E. coli K-12;25;rico;6;6,54545;1,03133
E. coli K-12;25;rico;6;6,66667;1,01945
E. coli K-12;25;rico;6;6,78788;1,01849
E. coli K-12;25;rico;6;6,90909;1,00994
E. coli K-12;25;rico;6;7,0303;0,99073
E. coli K-12;25;rico;6;7,15152;1,00658
E. coli K-12;25;rico;6;7,27273;1,02036
E. coli K-12;25;rico;6;7,39394;1,03131
E. coli K-12;25;rico;6;7,51515;1,02142
E. coli K-12;25;rico;6;7,63636;1,01683
E. coli K-12;25;rico;6;7,75758;1,00709
E. coli K-12;25;rico;6;7,87879;1,05966
E. coli K-12;25;rico;6;8;1,01825
E. coli K-12;25;rico;6;8,12121;1,00119
E. coli K-12;25;rico;6;8,24242;1,00803
E. coli K-12;25;rico;6;8,36364;1,01757
E. coli K-12;25;rico;6;8,48485;1,0504
E. coli K-12;25;rico;6;8,60606;1,02601
E. coli K-12;25;rico;6;8,72727;1,05489
E. coli K-12;25;rico;6;8,84848;1,01939
E. coli K-12;25;rico;6;8,9697;1,0151
E. coli K-12;25;rico;6;9,09091;0,99347
E. coli K-12;25;rico;6;9,21212;1,03687
E. coli K-12;25;rico;6;9,33333;1,06252
E. coli K-12;25;rico;6;9,45455;1,03492
E. coli K-12;25;rico;6;9,57576;1,03397
E. coli K-12;25;rico;6;9,69697;1,01345
E. coli K-12;25;rico;6;9,81818;1,0321
E. coli K-12;25;rico;6;9,93939;0,99458
E. coli K-12;25;rico;6;10,06061;1,00926
E. coli K-12;25;rico;6;10,18182;1,08837
E. coli K-12;25;rico;6;10,30303;1,04265
E. coli K-12;25;rico;6;10,42424;1,02129
E. coli K-12;25;rico;6;10,54545;1,05922
E. coli K-12;25;rico;6;10,66667;1,03337
E. coli K-12;25;rico;6;10,78788;1,01716
E. coli K-12;25;rico;6;10,90909;0,98763
E. coli K-12;25;rico;6;11,0303;1,05438
E. coli K-12;25;rico;6;11,15152;1,03031
E. coli K-12;25;rico;6;11,27273;0,96841
E. coli K-12;25;rico;6;11,39394;1,06124
E. coli K-12;25;rico;6;11,51515;1,02241
E. coli K-12;25;rico;6;11,63636;1,02357
E. coli K-12;25;rico;6;11,75758;1,04123
E. coli K-12;25;rico;6;11,87879;1,03943
E. coli K-12;25;rico;6;12;1,05093
E. coli K-12;25;rico;7;0;0,05026
E. coli K-12;25;rico;7;0,12121;0
E. coli K-12;25;rico;7;0,24242;0,00067
E. coli K-12;25;rico;7;0,36364;0,00735
E. coli K-12;25;rico;7;0,48485;0,00629
E. coli K-12;25;rico;7;0,60606;0,01256
E. coli K-12;25;rico;7;0,72727;0
E. coli K-12;25;rico;7;0,84848;0
E. coli K-12;25;rico;7;0,9697;0,00474
E. coli K-12;25;rico;7;1,09091;0
E. coli K-12;25;rico;7;1,21212;0
E. coli K-12;25;rico;7;1,33333;0
E. coli K-12;25;rico;7;1,45455;0,00982
E. coli K-12;25;rico;7;1,57576;0,0218
E. coli K-12;25;rico;7;1,69697;0,02377
E. coli K-12;25;rico;7;1,81818;0,0219
E. coli K-12;25;rico;7;1,93939;0,04165
E. coli K-12;25;rico;7;2,06061;0,09272
E. coli K-12;25;rico;7;2,18182;0,12674
E. coli K-12;25;rico;7;2,30303;0,17987
E. coli K-12;25;rico;7;2,42424;0,25101
E. coli K-12;25;rico;7;2,54545;0,32174
E. coli K-12;25;rico;7;2,66667;0,37461
E. coli K-12;25;rico;7;2,78788;0,43787
E. coli K-12;25;rico;7;2,90909;0,49054
E. coli K-12;25;rico;7;3,0303;0,53719
E. coli K-12;25;rico;7;3,15152;0,58843
E. coli K-12;25;rico;7;3,27273;0,65423
E. coli K-12;25;rico;7;3,39394;0,65364
E. coli K-12;25;rico;7;3,51515;0,68339
E. coli K-12;25;rico;7;3,63636;0,73781
E. coli K-12;25;rico;7;3,75758;0,75551
E. coli K-12;25;rico;7;3,87879;0,76016
E. coli K-12;25;rico;7;4;0,76751
E. coli K-12;25;rico;7;4,12121;0,82509
E. coli K-12;25;rico;7;4,24242;0,86686
E. coli K-12;25;rico;7;4,36364;0,84803
E. coli K-12;25;rico;7;4,48485;0,84958
E. coli K-12;25;rico;7;4,60606;0,82432
E. coli K-12;25;rico;7;4,72727;0,85935
E. coli K-12;25;rico;7;4,84848;0,86086
E. coli K-12;25;rico;7;4,9697;0,86255
E. coli K-12;25;rico;7;5,09091;0,86167
E. coli K-12;25;rico;7;5,21212;0,87477
E. coli K-12;25;rico;7;5,33333;0,86893
E. coli K-12;25;rico;7;5,45455;0,91458
E. coli K-12;25;rico;7;5,57576;0,86924
E. coli K-12;25;rico;7;5,69697;0,87323
E. coli K-12;25;rico;7;5,81818;0,86692
E. coli K-12;25;rico;7;5,93939;0,89268
E. coli K-12;25;rico;7;6,06061;0,86605
E. coli K-12;25;rico;7;6,18182;0,86708
E. coli K-12;25;rico;7;6,30303;0,88792
E. coli K-12;25;rico;7;6,42424;0,89957
E. coli K-12;25;rico;7;6,54545;0,91664
E. coli K-12;25;rico;7;6,66667;0,88057
E. coli K-12;25;rico;7;6,78788;0,90016
